No;Text;Class
78;Dalam kunjungan kerja ke Kabupaten Lampung Selatan, Presiden Joko Widodo menjenguk pasien terdampak tsunami Selat Sunda yang sedang dirawat di RSUD dr. H. Bob Bazar, yang berada di Kecamatan Kalianda, Kabupaten Lampung Selatan.  Tiba pukul 12.45 WIB, Presiden menuju ruang rawat pasien korban tsunami. Di antaranya, Presiden bertemu Sarnama, seorang ibu yang tengah dirawat bersama putranya, Yudi 6 tahun.  Sarnama menceritakan kepada Presiden, Yudi saat terjadi tsunami terjadi sekira pukul 22.00 WIB, hilang dan baru ditemukan esok harinya sekira pukul 08.00 WIB. “Yudi ditemukan saat berpegangan pada kayu, dua saudaranya meninggal dunia. Ade Purnama 17 tahun dan Khalifah 1 tahun,” ucap Sarnama. (Foto: Laily Rachev - Biro Pers Sekretariat Presiden) . . Source @jokowipedia • • • • •  #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap;1
79;Follow kami :@millenial_indonesia - - #2019takutdiganti #2019PresidenBaru #2019GantiPresiden #2019saatnyaanakmuda #2019PrabowoSandi #2019prabowopresiden #2019tetapjokowi #prabowo #sandiagauno #PrabowoSandi #jokowi #maarufamin #millennials #millenialsmemilih #02;-1
80;Follow kami :@millenial_indonesia - - #2019takutdiganti #2019PresidenBaru #2019GantiPresiden #2019saatnyaanakmuda #2019PrabowoSandi #2019prabowopresiden #2019tetapjokowi #prabowo #sandiagauno #PrabowoSandi #jokowi #maarufamin #millennials #millenialsmemilih #02;-1
81;Setuju  #2019prabowopresiden #2019jokowilagi #jokowi2periode #prabowosandi #sandiagauno #maarufamin #politik #nkrihargamati #newyear #indonesian #2019goals #medan #aceh #jawatengah #jawabarat #lampung #papua #kalimantan #sulawesiselatan #bali #ntt #ntb #;1
82;Produktif banget Klu semua di tulis, takut gak kebaca, soalnya ntar tulisannya makin kecil biar muat.  #2019prabowopresiden #2019jokowilagi #jokowi2periode #prabowosandi #sandiagauno #maarufamin #politik #nkrihargamati #newyear #indonesian #2019goals #medan #aceh #jawatengah #jawabarat #lampung #papua #kalimantan #sulawesiselatan #bali #ntt #ntb #;1
83;Follow kami :@millenial_indonesia - - #2019takutdiganti #2019PresidenBaru #2019GantiPresiden #2019saatnyaanakmuda #2019PrabowoSandi #2019prabowopresiden #2019prabowosandi #2019tetapjokowi #prabowo #sandiagauno #PrabowoSandi #jokowi #maarufamin #millenialsmemilih #02;-1
84;Tanggapan? <U+0001F914>  #pemilu2019 #jokowi #prabowo #maarufamin #sandiagauno #pemiludamai;0
85;Selamat tahun baru 2019..... . .   #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap;1
86;Bismillah <U+0001F64F> - - Follow kami :@millenial_indonesia - - #2019takutdiganti #2019PresidenBaru #2019GantiPresiden #2019saatnyaanakmuda #2019PrabowoSandi #2019prabowopresiden #2019tetapjokowi #prabowo #sandiagauno #PrabowoSandi #jokowi #maarufamin #millennials #millenialsmemilih #02;-1
87;"MANANIH CAPRES PILIHAN IJTIMA ULAMA ULAMAAN.. MASAK DITANTANG TES BACA QUR’AN PANIK AHAHAHHA . Islampers.com - Jakarta Partai Gerindra menolak undangan tes baca Alquran untuk para capres-cawapres dari Dewan Ikatan Dai Aceh. Menurut Gerindra, hal semacam itu tak substansial dalam menentukan kualitas seorang capres. ""Memahami Alquran dan kitab-kitab suci lain sangat penting sebagai syarat seorang capres. Kemampuan membaca Alquran bukan syarat, tapi sebagai advantage saja, sehingga tes baca-tulis tidak perlu dilakukan,"" ujar Sodik. #jokowi #2019tetapjokowi #jokowipresidenku #jokowi2periode #presidenjokowi #maarufamin #gerindra #prabowosandi #bersyukur";1
88;Rumah Pak @prabowo di Amman Yordania... Awas Bong jgn di tonton, ntar kelojotan kejang2 lu<U+0001F602><U+0001F602><U+0001F606> .. Btw pengen liat juga dong rumah Jaenudin ngaciro yg di Negara Komunis Atau China .. Pak Prabowo saudara angkat dari King Abdullah... Raja Yordania <U+0001F60D> tapi humble sekali ya ngga pernah pamer sana-sini ma Syaa' Allah .. @Jokowi saudara angkatnya dari mana ya apakah Khayalan Kerajaan cebong 200 sekolam<U+0001F606> #dungu .. @kaneki.kun2nd .. #2019GantiPresiden #tahunbarupresidenbaru #prabowo #sandiagauno #jokowi #maarufamin #panglimaJM #StopKriminalisasiUlama;-1
89;"MEDAN PECAAAAAAH.... Presiden Jokowi menghadiri perayaan Natal Nasional 2018 di Gedung Sebaguna Prov. Sumatera Utara Medan.  Sekitar 1 jam menunggu setelah ibadah Natal berakhir, akhirnya ribuan peserta perayaan Natal Nasional 2018 dapat melihat langsung Presiden Jokowi. Saat tiba di Gedung Serbaguna Pemprov Sumut, lokasi acara di Jalan Pancing, Medan, sekitar pukul 19.15 WIB, mantan Gubernur DKI Jakarta itu dielu-elukan para jemaat. ""Jokowi..Jokowi..Jokowi,"" teriak jemaat.  Eluan jemaat Natal ini pun disambut lambaian tangan dari Presiden Jokowi. Sembari berjalan ke arah podium, Kepala Negara juga menyempatkan diri untuk menyalami para warga yang berada di sekitarnya.  Amatan wartawan, dalam rombongan Presiden turut hadir ibu Negara Iriana Joko Widodo. Tampak pula Menteri Agama Lukman Hakim Saifuddin, Menteri Perdagangan Enggartiasto Lukita, Menko Polhukam Luhut Binsar Panjaitan, dan Menkumham Yasonna H Laoly.  Selain Presiden, ribuan jemaat ini sebelumnya juga menyambut Kapolri Jenderal Pol Tito Karnavian dan Panglima TNI Marsekal Hadi Tjahjanto yang terlebih dulu hadir dengan teriakan kegembiraan dan tepuk tangan membahana . . • • • • •  #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap";1
90;"Presiden Jokowi Silaturahmi dan Diskusi Kebangsaan dengan Syekh Hasyim di Langkat  Mengawali kunjungan kerjanya ke Provinsi Sumatra Utara pada Sabtu, 29 Desember 2018, Presiden Joko Widodo bersilaturahmi ke kediaman Syekh Haji Hasyim Al-Syarwani Tuan Guru Babussalam di Kabupaten Langkat. Dalam kunjungannya ini, Presiden tampak memakai jas warna biru, bersarung, lengkap dengan sorban dan peci.  Kedatangan Kepala Negara di lokasi sekira pukul 14.40 WIB langsung disambut meriah warga sekitar. Presiden pun menyapa dan bersalaman dengan mereka.  Presiden menuturkan bahwa dirinya telah mengenal lama Syekh Hasyim dan kunjungannya ini merupakan kunjungan balasan. ""Karena beliau dulu saat saya masih di Solo, beliau datang, beliau rawuh di Solo. Saya membalas kedatangan beliau yang jauh dari Babussalam ke Solo,"" ujar Presiden kepada awak media yang hadir seusai pertemuan.  Dalam pertemuan yang berlangsung selama hampir satu jam tersebut, Presiden mengatakan bahwa ia berdiskusi soal kebangsaan. ""Secara umum beliau menyampaikan agar negara sebesar Indonesia ini dikelola dengan kerja keras yang baik dan amanah rakyat jangan disia-siakan. Itu intinya,"" katanya.  Di awal pertemuan, Syekh Hasyim mengalungkan sorban kehormatan berwarna putih kepada Presiden.  Pada kesempatan ini Presiden yang didampingi Menteri Sekretaris Negara Pratikno, Staf Khusus Presiden Ari Dwipayana dan Gubernur Sumatra Utara Edy Rahmayadi santap siang bersama para ulama dan sesepuh yang hadir.  Sumber: Biro Pers Istana  Mari sukseskan Jokowi 2 periode <U+270C> • • • • •  #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap #jokowi #jokowidodo #jokowi2periode #jokowiduaperiode #salam2periode #presidenjokowi #jokowipresidenku #tetapjokowi #2019tetapjokowi #jokowisekalilagi #presiden #indonesia";1
91;Ini alasan saya mendukung pak @prabowo dan bang @sandiuno.. Belum tentu kedua tokoh ini yang terbaik tapi saya ngambil yang mudharat nya yang sedikit<U+0001F446>#2019gantipresiden #ijtimaulama2 #tahunbarupresidenbaru #ikutikomandoulama #2019prabowosandi #prabowo #sandiagauno #jokowi #maarufamin #prabowosandi;-1
92;Mari kita sana sama besyukur kepada Allah SWT,untuk Seluruh keluarga besar #pdipmen3ng2019 utk poling partai politk pendukung #hokowi #maarufamin #pdip 61 % Nasdem 12% Hanura 9,1% poling pilpres ini masih berlanjut sampqi tgl 03 januari 2019 #pdipmen3ng2019 #nasdem #hanurabangkit #01men3ng;1
93;SIAPAPUN PRESIDENNYO KITO URANG MINANG TATEK BADUNSANAK JAAN BAPACAH DEK ULAH PIPLRES  MASIH BANYAK HAL NAN PENTING NAN HARUS KITO PABUEK UNTUAK RANAH MINANG TACINTO  MARI KITO BASATU UNTUK KEMAJUAN RANAH MINANG  #2019tatekbadunsanak #2019tetapbadunsanak #prabowo #sandiagauno #jokowi #maarufamin #mudaadilmakmur;0
94;Tonton sampai habis, Biar gak makan infrastruktur, tapi dengan infrastruktur kita bisa makan karena distribusi makanan dan barang bs dicapai bahkan ke pelosok. Orang kota mah bebas nyinyir<U+0001F602><U+0001F602> Tapi liat dipelosok2 masih banyak desa desa yang sangat sulit diakses . . ----------------SumutPilihJOKOWI--------------- . #sumutpilihjokowi #SumateraPilihJokowi #MedanPolitik #Jokowilagi #2019tetapjokowi #videoviral #60detikindonesiaku  #60detiknews  #videohits #videolucu #adiannapitupulu #kompastv #maarufamin  #ahoklovers;1
95;Presiden Joko Widodo secara resmi menutup transaksi perdagangan saham tahun 2018 di Bursa Efek Indonesia. Presiden memuji kinerja BEI selama setahun ini dan berdasarkan informasi yang ia terima kinerja IHSG saat ini merupakan yang terbaik kedua di dunia. . .   #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap;1
96;Calon presiden petahana Joko Widodo (Jokowi) buka suara pasca calon wakilnya, Ma’ruf Amin ‘diserang’ isu hoaks yang viral di media sosial. Ma’ruf, dalam video yang beredar tersebut, mengucapkan selamat Natal dan Tahun Baru kepada umat Kristiani. Menurut Jokowi, jauh lebih kreatif jika gambar atau video yang beredar di dunia maya adalah konten yang mampu menghadirkan kebahagiaan bagi orang lain. Atas kasus ini, Ma’ruf Amin juga menyerahkan sepenuhnya kepada pihak berwajib. Sejauh ini dirinya belum mengetahui secara pasti siapa yang terlibat dalam pembuatan video tersebut. Untuk diketahui, pelaku yang menyebarkan video hoaks Ma’ruf Amin ucapkan selamat natal ditangkap tim gabungan Satuan Reskrim Polres Lhokseumawe. Pelaku pemilik akun youtube, ‘Ds Yutube’ membuat sebuah video dengan caption ” MAKRUF AMIN RESMI MENJUAL IMAN DEMI JABATAN”. #hoaks  #maarufamin  #01jokowiamin  #jokowimaarufamin2019  #01jokowilagi  #01indonesiamaju;1
97;Rekam Jejak? Bukti kongkrit? Keluarga  besarnya Jokowi Jawa tulen, Indonesia asliiii, Islam banget karena sudah banyak yg berkerudung. (catat : ini foto jauh sebelum  jadi walikota, gak ada istilah pencitraan di jaman itu) *#01JokowiLagi*<U+0001F44D> . .   #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap;1
98;"Generasi milenial yang tumbuh pesat bahkan mengungguli generasi sebelumnya, membuat milenial sering kali dijuluki generasi yang instan. Namun, Yoris tak setuju jika generasi milenial disebut generasi instan. - Menurut Yoris, generasi ini lebih cocok disebut generasi yang cepat. Kehadiran teknologi yang memudahkan penyebaran informasi dan mobilitas membantu generasi milenial mencapai sesuatu lebih cepat dibandingkan generasi sebelumnya yang serba analog. - ""Hampir semua bilang ini generasi instan. Tapi, yang saya lihat sebenarnya ini generasi cepat, bukan berarti tidak berproses,"" ucap Yoris yang merupakan pengusaha di industri kreatif. - Follow kami :@millenial_indonesia - #2019takutdiganti #2019PresidenBaru #2019GantiPresiden #2019PrabowoSandi #2019prabowopresiden #2019tetapjokowi #prabowo #sandiagauno #PrabowoSandi #jokowi #maarufamin #millennials #millenialsmemilih #02";-1
99;Dimata orang bener pasti bilang pak Jokowi itu hebat. . Tapi kalau dikubu oposisi sebener-benernya pak Jokowi pasti ttep aja salah. Hnmmm . .   #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap;1
100;Repost : @dahnil_anzar_simanjuntak - - Follow kami : @millenial_indonesia - - #2019takutdiganti #2019PresidenBaru #2019GantiPresiden #2019PrabowoSandi #2019prabowopresiden #2019tetapjokowi #prabowo #sandiagauno #PrabowoSandi #jokowi #maarufamin #millennials #millenialsmemilih #02;-1
101;Pak Jokowi dan KH. Ma'ruf Amin berbincang2 santai usai makan bersama. Mereka terlihat bgitu akrab dan serasi. Sesekali tertawa bersama sesekali juga mereka terlihat ngobrol serius. Pasangan yang cocok untuk mengurus negeri ini. Amin ya Allah. . . Source @jokowi_ahok2129   #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap #marufamin #jokowimarufamin #jokowi2periode #marufamin #marufamin2019 #kiyaimarufamin #projo #pilpres2019 #pilpresdamai #jokowimarufamin;1
102;Jangan lupa saksikan. #debat #capres #jokowi #prabowo #maarufamin #sandiagauno #pemilu #indonesia;0
103;Terimakasih pak jokowi kini Jakarta sampai Surabaya telah tersambung dengan jalan Tol Trans Jawa. . <U+2764><U+FE0F> . .   #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap;1
104;Bang @sandiuno Sosok wakil presiden yang dibutuhkan rakyat. - - Follow kami :@millenial_indonesia - - #2019takutdiganti #2019PresidenBaru #2019GantiPresiden #2019PrabowoSandi #2019prabowopresiden #2019tetapjokowi #prabowo #sandiagauno #prabowosandi #jokowi #maarufamin #millennials #millenialsmemilih #02;-1
105;Presiden Jokowi sejak awal menginginkan pariwisata menjadi penghasil devisa terbesar, kini pariwisata sudah menjadi penyumbang devisa nasional nomor empat terbesar setelah industri kelapa sawit (CPO), migas, dan batu bara. . . Source @jokowi.marufaminofficial • • • • •  #2019ForJokowi #forjokowi #jokowi #jokowidodo #kerjakerjakerja #2019tetapjokowi #indonesia #pemilusehat #aksinyata #kerjanyata #hasilkerjajokowi #jokowipresidenku #2019forjokowidodo #indonesiamaju #jokowiduaperiode #jokowi2periode #01jokowi #01 #maarufamin #indonesiasatu #satuindonesia #indonesia01 #jokowimantap #4TahunJokowi #2019JokowiKyaiMaruf #2019TetapJokowi #TetapJokowi #Jokowi2Periode #IndonesiaMaju #Jokowi #MarufAmin #pilpres #pilpres2019 #4TahunJokowiJK;1
106;Ayooo semangat!!! #like4likes #likeforfollow #likeforlikeback #love #president #politic #indonesia #amin #maarufamin #pray #spirit #light #great;0
